lane	family	plane	corpus	mode	cwd	artifact	status_artifact	command	notes
samply	samply-direct	direct	update_center	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/direct/update_center__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/direct/update_center__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 7503 update-center track1	exact pin samply command ledger
samply	samply-direct	direct	update_center	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/direct/update_center__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/direct/update_center__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 7503 update-center track2	exact pin samply command ledger
samply	samply-direct	direct	y_string_unicode	track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/direct/y_string_unicode__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/direct/y_string_unicode__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 100000 y_string_unicode track1	exact pin samply command ledger
samply	samply-direct	direct	y_string_unicode	track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/direct/y_string_unicode__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/direct/y_string_unicode__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 100000 y_string_unicode track2	exact pin samply command ledger
samply	samply-parse	parse	apache_builds	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/apache_builds__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/apache_builds__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/apache_builds.json track1 31429	exact pin samply command ledger
samply	samply-parse	parse	apache_builds	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/apache_builds__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/apache_builds__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/apache_builds.json track2 31429	exact pin samply command ledger
samply	samply-parse	parse	canada	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/canada__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/canada__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/canada.json track1 1777	exact pin samply command ledger
samply	samply-parse	parse	canada	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/canada__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/canada__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/canada.json track2 1777	exact pin samply command ledger
samply	samply-parse	parse	citm_catalog	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/citm_catalog__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/citm_catalog__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/citm_catalog.json track1 2316	exact pin samply command ledger
samply	samply-parse	parse	citm_catalog	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/citm_catalog__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/citm_catalog__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/citm_catalog.json track2 2316	exact pin samply command ledger
samply	samply-parse	parse	distinct_values	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/distinct_values__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/distinct_values__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/distinct_values.json track1 26037	exact pin samply command ledger
samply	samply-parse	parse	distinct_values	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/distinct_values__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/distinct_values__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/distinct_values.json track2 26037	exact pin samply command ledger
samply	samply-parse	parse	github_events	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/github_events__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/github_events__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/github_events.json track1 61414	exact pin samply command ledger
samply	samply-parse	parse	github_events	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/github_events__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/github_events__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/github_events.json track2 61414	exact pin samply command ledger
samply	samply-parse	parse	gsoc-2018	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/gsoc-2018__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/gsoc-2018__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/gsoc-2018.json track1 1202	exact pin samply command ledger
samply	samply-parse	parse	gsoc-2018	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/gsoc-2018__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/gsoc-2018__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/gsoc-2018.json track2 1202	exact pin samply command ledger
samply	samply-parse	parse	instruments	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/instruments__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/instruments__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/instruments.json track1 18154	exact pin samply command ledger
samply	samply-parse	parse	instruments	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/instruments__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/instruments__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/instruments.json track2 18154	exact pin samply command ledger
samply	samply-parse	parse	marine_ik	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/marine_ik__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/marine_ik__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/marine_ik.json track1 1341	exact pin samply command ledger
samply	samply-parse	parse	marine_ik	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/marine_ik__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/marine_ik__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/marine_ik.json track2 1341	exact pin samply command ledger
samply	samply-parse	parse	mesh	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/mesh__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/mesh__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/mesh.json track1 5528	exact pin samply command ledger
samply	samply-parse	parse	mesh	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/mesh__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/mesh__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/mesh.json track2 5528	exact pin samply command ledger
samply	samply-parse	parse	numbers	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/numbers__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/numbers__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/numbers.json track1 26645	exact pin samply command ledger
samply	samply-parse	parse	numbers	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/numbers__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/numbers__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/numbers.json track2 26645	exact pin samply command ledger
samply	samply-parse	parse	random	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/random__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/random__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/random.json track1 7836	exact pin samply command ledger
samply	samply-parse	parse	random	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/random__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/random__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/random.json track2 7836	exact pin samply command ledger
samply	samply-parse	parse	twitter	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/twitter__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/twitter__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/twitter.json track1 6334	exact pin samply command ledger
samply	samply-parse	parse	twitter	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/twitter__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/twitter__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/twitter.json track2 6334	exact pin samply command ledger
samply	samply-parse	parse	unicode_basic	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/unicode_basic__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/unicode_basic__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_basic.json track1 3815	exact pin samply command ledger
samply	samply-parse	parse	unicode_basic	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/unicode_basic__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/unicode_basic__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_basic.json track2 3815	exact pin samply command ledger
samply	samply-parse	parse	unicode_escapes	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/unicode_escapes__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/unicode_escapes__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_escapes.json track1 3807	exact pin samply command ledger
samply	samply-parse	parse	unicode_escapes	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/unicode_escapes__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/unicode_escapes__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_escapes.json track2 3807	exact pin samply command ledger
samply	samply-parse	parse	unicode_mixed	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/unicode_mixed__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/unicode_mixed__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_mixed.json track1 3799	exact pin samply command ledger
samply	samply-parse	parse	unicode_mixed	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/unicode_mixed__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/unicode_mixed__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_mixed.json track2 3799	exact pin samply command ledger
samply	samply-parse	parse	update_center	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/update_center__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/update_center__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/update-center.json track1 7503	exact pin samply command ledger
samply	samply-parse	parse	update_center	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/update_center__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/update_center__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/update-center.json track2 7503	exact pin samply command ledger
samply	samply-parse	parse	y_string_unicode	track1	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/y_string_unicode__track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/y_string_unicode__track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/y_string_unicode.json track1 100000	exact pin samply command ledger
samply	samply-parse	parse	y_string_unicode	track2	/Users/mkbabb/Programming/bbnf-lang	/tmp/skv12-pin-p1/samply/parse/y_string_unicode__track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/parse/y_string_unicode__track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/y_string_unicode.json track2 100000	exact pin samply command ledger
samply	samply-typed	typed	apache_builds	real_typed_track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/apache_builds__real_typed_track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/apache_builds__real_typed_track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 31429 apache_builds real_typed_track1	exact pin samply command ledger
samply	samply-typed	typed	apache_builds	real_typed_track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/apache_builds__real_typed_track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/apache_builds__real_typed_track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 31429 apache_builds real_typed_track2	exact pin samply command ledger
samply	samply-typed	typed	citm_catalog	real_typed_track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/citm_catalog__real_typed_track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/citm_catalog__real_typed_track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 2316 citm_catalog real_typed_track1	exact pin samply command ledger
samply	samply-typed	typed	citm_catalog	real_typed_track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/citm_catalog__real_typed_track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/citm_catalog__real_typed_track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 2316 citm_catalog real_typed_track2	exact pin samply command ledger
samply	samply-typed	typed	github_events	real_typed_track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/github_events__real_typed_track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/github_events__real_typed_track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 61414 github_events real_typed_track1	exact pin samply command ledger
samply	samply-typed	typed	github_events	real_typed_track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/github_events__real_typed_track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/github_events__real_typed_track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 61414 github_events real_typed_track2	exact pin samply command ledger
samply	samply-typed	typed	marine_ik	real_typed_track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/marine_ik__real_typed_track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/marine_ik__real_typed_track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 1341 marine_ik real_typed_track1	exact pin samply command ledger
samply	samply-typed	typed	marine_ik	real_typed_track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/marine_ik__real_typed_track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/marine_ik__real_typed_track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 1341 marine_ik real_typed_track2	exact pin samply command ledger
samply	samply-typed	typed	mesh	real_typed_track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/mesh__real_typed_track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/mesh__real_typed_track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 5528 mesh real_typed_track1	exact pin samply command ledger
samply	samply-typed	typed	mesh	real_typed_track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/mesh__real_typed_track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/mesh__real_typed_track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 5528 mesh real_typed_track2	exact pin samply command ledger
samply	samply-typed	typed	twitter	real_typed_track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/twitter__real_typed_track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/twitter__real_typed_track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 6334 twitter real_typed_track1	exact pin samply command ledger
samply	samply-typed	typed	twitter	real_typed_track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/twitter__real_typed_track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/twitter__real_typed_track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 6334 twitter real_typed_track2	exact pin samply command ledger
samply	samply-typed	typed	update_center	real_typed_track1	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/update_center__real_typed_track1.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/update_center__real_typed_track1.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 7503 update-center real_typed_track1	exact pin samply command ledger
samply	samply-typed	typed	update_center	real_typed_track2	/Users/mkbabb/Programming/bbnf-lang/skinny	/tmp/skv12-pin-p1/samply/typed/update_center__real_typed_track2.json.gz	/tmp/skv12-pin-p1/samply/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-pin-p1/samply/typed/update_center__real_typed_track2.json.gz -- /tmp/skv12-pin-profile-target-cf7848b2/release/profile_direct 7503 update-center real_typed_track2	exact pin samply command ledger
